Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes
2020-06-21 20:23;Leg;Seated Calf Raise (Plate Loaded);4;55;kg;10;;;;0;;
2020-06-21 20:23;Leg;Seated Calf Raise (Plate Loaded);5;55;kg;9;;;;0;;
2020-06-24 21:37;Leg;Seated Calf Raise (Plate Loaded);1;60;kg;10;;;;0;;
2020-06-24 21:37;Leg;Seated Calf Raise (Plate Loaded);2;60;kg;11;;;;0;;
2020-06-24 21:37;Leg;Seated Calf Raise (Plate Loaded);3;65;kg;10;;;;0;;
2020-06-24 21:37;Leg;Seated Calf Raise (Plate Loaded);4;65;kg;10;;;;0;;
2020-06-24 21:37;Leg;Seated Calf Raise (Plate Loaded);5;70;kg;9;;;;0;;
2020-07-01 21:09;Leg;Seated Calf Raise (Plate Loaded);1;65;kg;11;;;;0;;
2020-07-01 21:09;Leg;Seated Calf Raise (Plate Loaded);2;65;kg;9;;;;0;;
2020-07-01 21:09;Leg;Seated Calf Raise (Plate Loaded);3;65;kg;10;;;;0;;
2020-07-01 21:09;Leg;Seated Calf Raise (Plate Loaded);4;65;kg;9;;;;0;;
2020-07-01 21:09;Leg;Seated Calf Raise (Plate Loaded);5;65;kg;9;;;;0;;
2020-07-22 13:47;Leg;Seated Calf Raise (Plate Loaded);1;60;kg;12;;;;0;;
2020-07-22 13:47;Leg;Seated Calf Raise (Plate Loaded);2;65;kg;11;;;;0;;
2020-07-22 13:47;Leg;Seated Calf Raise (Plate Loaded);3;65;kg;9;;;;0;;
2020-07-22 13:47;Leg;Seated Calf Raise (Plate Loaded);4;65;kg;9;;;;0;;
2020-07-22 13:47;Leg;Seated Calf Raise (Plate Loaded);5;65;kg;11;;;;0;;
2020-07-26 21:02;Leg;Seated Calf Raise (Plate Loaded);1;70;kg;10;;;;0;;
2020-07-26 21:02;Leg;Seated Calf Raise (Plate Loaded);2;70;kg;11;;;;0;;
2020-07-26 21:02;Leg;Seated Calf Raise (Plate Loaded);3;70;kg;12;;;;0;;
2020-07-26 21:02;Leg;Seated Calf Raise (Plate Loaded);4;70;kg;10;;;;0;;
2020-07-26 21:02;Leg;Seated Calf Raise (Plate Loaded);5;70;kg;12;;;;0;;
2020-07-29 20:41;Leg;Seated Calf Raise (Plate Loaded);1;75;kg;12;;;;0;;
2020-07-29 20:41;Leg;Seated Calf Raise (Plate Loaded);2;77.5;kg;12;;;;0;;
2020-07-29 20:41;Leg;Seated Calf Raise (Plate Loaded);3;77.5;kg;12;;;;0;;
2020-07-29 20:41;Leg;Seated Calf Raise (Plate Loaded);4;77.5;kg;14;;;;0;;
2020-07-29 20:41;Leg;Seated Calf Raise (Plate Loaded);5;77.5;kg;12;;;;0;;
2020-08-02 21:01;Leg;Seated Calf Raise (Plate Loaded);1;85;kg;10;;;;0;;
2020-08-02 21:01;Leg;Seated Calf Raise (Plate Loaded);2;85;kg;11;;;;0;;
2020-08-02 21:01;Leg;Seated Calf Raise (Plate Loaded);3;90;kg;11;;;;0;;
2020-08-02 21:01;Leg;Seated Calf Raise (Plate Loaded);4;90;kg;10;;;;0;;
2020-08-02 21:01;Leg;Seated Calf Raise (Plate Loaded);5;90;kg;9;;;;0;;
2020-08-02 21:01;Leg;Seated Calf Raise (Plate Loaded);1;85;kg;10;;;;0;;
2020-08-02 21:01;Leg;Seated Calf Raise (Plate Loaded);2;85;kg;11;;;;0;;
2020-08-02 21:01;Leg;Seated Calf Raise (Plate Loaded);3;90;kg;11;;;;0;;
2020-08-02 21:01;Leg;Seated Calf Raise (Plate Loaded);4;90;kg;10;;;;0;;
2020-08-02 21:01;Leg;Seated Calf Raise (Plate Loaded);5;90;kg;9;;;;0;;
2020-08-05 19:56;Leg;Seated Calf Raise (Plate Loaded);1;90;kg;14;;;;0;;
2020-08-05 19:56;Leg;Seated Calf Raise (Plate Loaded);2;95;kg;11;;;;0;;
2020-08-05 19:56;Leg;Seated Calf Raise (Plate Loaded);3;95;kg;11;;;;0;;
2020-08-05 19:56;Leg;Seated Calf Raise (Plate Loaded);4;95;kg;10;;;;0;;
2020-08-05 19:56;Leg;Seated Calf Raise (Plate Loaded);5;95;kg;9;;;;0;;
2020-08-09 20:28;Leg;Seated Calf Raise (Plate Loaded);1;97.5;kg;10;;;;0;;
2020-08-09 20:28;Leg;Seated Calf Raise (Plate Loaded);2;95;kg;10;;;;0;;
2020-08-09 20:28;Leg;Seated Calf Raise (Plate Loaded);3;90;kg;10;;;;0;;
2020-08-09 20:28;Leg;Seated Calf Raise (Plate Loaded);4;90;kg;10;;;;0;;
2020-08-09 20:28;Leg;Seated Calf Raise (Plate Loaded);5;90;kg;9;;;;0;;
2020-08-12 14:06;Leg;Seated Calf Raise (Plate Loaded);1;90;kg;12;;;;0;;
2020-08-12 14:06;Leg;Seated Calf Raise (Plate Loaded);2;90;kg;10;;;;0;;
2020-08-12 14:06;Leg;Seated Calf Raise (Plate Loaded);3;90;kg;11;;;;0;;
2020-08-12 14:06;Leg;Seated Calf Raise (Plate Loaded);4;90;kg;10;;;;0;;
2020-08-12 14:06;Leg;Seated Calf Raise (Plate Loaded);5;90;kg;9;;;;0;;
2020-08-16 20:45;Leg;Seated Calf Raise (Plate Loaded);1;90;kg;12;;;;0;;
2020-08-16 20:45;Leg;Seated Calf Raise (Plate Loaded);2;90;kg;12;;;;0;;
2020-08-16 20:45;Leg;Seated Calf Raise (Plate Loaded);3;90;kg;13;;;;0;;
2020-08-16 20:45;Leg;Seated Calf Raise (Plate Loaded);4;90;kg;13;;;;0;;
2020-08-16 20:45;Leg;Seated Calf Raise (Plate Loaded);5;90;kg;11;;;;0;;
2021-02-07 20:23;Leg;Seated Calf Raise (Plate Loaded);1;35;kg;20;;;;0;;
2021-02-07 20:23;Leg;Seated Calf Raise (Plate Loaded);2;60;kg;17;;;;0;;
2021-02-07 20:23;Leg;Seated Calf Raise (Plate Loaded);3;60;kg;15;;;;0;;
2021-02-07 20:23;Leg;Seated Calf Raise (Plate Loaded);4;60;kg;15;;;;0;;
2021-02-18 20:26;Leg;Seated Calf Raise (Plate Loaded);1;30;kg;15;;;;0;;
2021-02-18 20:26;Leg;Seated Calf Raise (Plate Loaded);2;60;kg;13;;;;0;;
2021-02-18 20:26;Leg;Seated Calf Raise (Plate Loaded);3;60;kg;13;;;;0;;
2021-02-18 20:26;Leg;Seated Calf Raise (Plate Loaded);4;60;kg;14;;;;0;;
2021-02-21 20:28;Leg;Seated Calf Raise (Plate Loaded);1;35;kg;15;;;;0;;
2021-02-21 20:28;Leg;Seated Calf Raise (Plate Loaded);2;60;kg;15;;;;0;;
2021-02-21 20:28;Leg;Seated Calf Raise (Plate Loaded);3;60;kg;17;;;;0;;
2021-02-21 20:28;Leg;Seated Calf Raise (Plate Loaded);4;60;kg;15;;;;0;;
2021-02-24 20:56;Leg;Seated Calf Raise (Plate Loaded);1;60;kg;15;;;;0;;
2021-02-24 20:56;Leg;Seated Calf Raise (Plate Loaded);2;60;kg;16;;;;0;;
2021-02-24 20:56;Leg;Seated Calf Raise (Plate Loaded);3;60;kg;15;;;;0;;
2021-02-28 20:41;Leg;Seated Calf Raise (Plate Loaded);1;50;kg;17;;;;0;;
2021-02-28 20:41;Leg;Seated Calf Raise (Plate Loaded);2;65;kg;15;;;;0;;
2021-02-28 20:41;Leg;Seated Calf Raise (Plate Loaded);3;60;kg;20;;;;0;;
2021-02-28 20:41;Leg;Seated Calf Raise (Plate Loaded);4;60;kg;17;;;;0;;
2021-03-04 20:40;Leg;Seated Calf Raise (Plate Loaded);1;45;kg;18;;;;0;;
2021-03-04 20:40;Leg;Seated Calf Raise (Plate Loaded);2;60;kg;18;;;;0;;
2021-03-04 20:40;Leg;Seated Calf Raise (Plate Loaded);3;60;kg;20;;;;0;;
2021-03-04 20:40;Leg;Seated Calf Raise (Plate Loaded);4;60;kg;20;;;;0;;
2021-03-07 20:35;Leg;Seated Calf Raise (Plate Loaded);1;40;kg;15;;;;0;;
2021-03-07 20:35;Leg;Seated Calf Raise (Plate Loaded);2;40;kg;15;;;;0;;
2021-03-07 20:35;Leg;Seated Calf Raise (Plate Loaded);3;40;kg;14;;;;0;;
2021-03-12 20:52;Leg;Seated Calf Raise (Plate Loaded);1;25;kg;15;;;;0;;
2021-03-12 20:52;Leg;Seated Calf Raise (Plate Loaded);2;40;kg;17;;;;0;;
2021-03-12 20:52;Leg;Seated Calf Raise (Plate Loaded);3;40;kg;15;;;;0;;
2021-03-12 20:52;Leg;Seated Calf Raise (Plate Loaded);4;40;kg;16;;;;0;;
2021-03-16 20:31;Leg;Seated Calf Raise (Plate Loaded);1;25;kg;15;;;;0;;
2021-03-16 20:31;Leg;Seated Calf Raise (Plate Loaded);2;45;kg;15;;;;0;;
2021-03-16 20:31;Leg;Seated Calf Raise (Plate Loaded);3;45;kg;13;;;;0;;
2021-03-16 20:31;Leg;Seated Calf Raise (Plate Loaded);4;45;kg;12;;;;0;;
2021-03-20 20:37;Leg;Seated Calf Raise (Plate Loaded);1;25;kg;17;;;;0;;
2021-03-20 20:37;Leg;Seated Calf Raise (Plate Loaded);2;40;kg;17;;;;0;;
2021-03-20 20:37;Leg;Seated Calf Raise (Plate Loaded);3;40;kg;15;;;;0;;
2021-03-20 20:37;Leg;Seated Calf Raise (Plate Loaded);4;40;kg;17;;;;0;;
2021-03-23 20:18;Leg;Seated Calf Raise (Plate Loaded);1;25;kg;17;;;;0;;
2021-03-23 20:18;Leg;Seated Calf Raise (Plate Loaded);2;45;kg;15;;;;0;;
2021-03-23 20:18;Leg;Seated Calf Raise (Plate Loaded);3;45;kg;15;;;;0;;
2021-03-23 20:18;Leg;Seated Calf Raise (Plate Loaded);4;45;kg;15;;;;0;;
2021-03-27 12:34;Leg;Seated Calf Raise (Plate Loaded);1;20;kg;17;;;;0;;
2021-03-27 12:34;Leg;Seated Calf Raise (Plate Loaded);2;45;kg;20;;;;0;;
2021-03-27 12:34;Leg;Seated Calf Raise (Plate Loaded);3;45;kg;17;;;;0;;
2021-03-27 12:34;Leg;Seated Calf Raise (Plate Loaded);4;45;kg;16;;;;0;;
2021-03-31 20:31;Leg;Seated Calf Raise (Plate Loaded);1;40;kg;20;;;;0;;
2021-03-31 20:31;Leg;Seated Calf Raise (Plate Loaded);2;45;kg;17;;;;0;;
2021-03-31 20:31;Leg;Seated Calf Raise (Plate Loaded);3;45;kg;15;;;;0;;
2021-04-04 19:37;Leg;Seated Calf Raise (Plate Loaded);1;20;kg;15;;;;0;;
2021-04-04 19:37;Leg;Seated Calf Raise (Plate Loaded);2;45;kg;19;;;;0;;
2021-04-04 19:37;Leg;Seated Calf Raise (Plate Loaded);3;45;kg;16;;;;0;;
2021-04-04 19:37;Leg;Seated Calf Raise (Plate Loaded);4;45;kg;16;;;;0;;
2020-06-17 20:51;Leg;Seated Leg Curl (Machine);1;105;lbs;9;7;;;0;3x8-12;
2020-06-17 20:51;Leg;Seated Leg Curl (Machine);2;115;lbs;9;;;;0;;
2020-06-17 20:51;Leg;Seated Leg Curl (Machine);3;115;lbs;10;9;;;0;;
2020-06-21 20:23;Leg;Seated Leg Curl (Machine);1;110;lbs;10;;;;0;;
2020-06-21 20:23;Leg;Seated Leg Curl (Machine);2;120;lbs;10;;;;0;;
2020-06-21 20:23;Leg;Seated Leg Curl (Machine);3;115;lbs;10;;;;0;;
2020-06-24 21:37;Leg;Seated Leg Curl (Machine);1;125;lbs;10;;;;0;;
2020-06-24 21:37;Leg;Seated Leg Curl (Machine);2;130;lbs;9;;;;0;;
2020-06-24 21:37;Leg;Seated Leg Curl (Machine);3;130;lbs;9;;;;0;;
2020-07-01 21:09;Leg;Seated Leg Curl (Machine);1;110;lbs;12;;;;0;;
2020-07-01 21:09;Leg;Seated Leg Curl (Machine);2;120;lbs;10;;;;0;;
2020-07-01 21:09;Leg;Seated Leg Curl (Machine);3;130;lbs;10;;;;0;;
2020-07-22 13:47;Leg;Seated Leg Curl (Machine);1;130;lbs;10;;;;0;;
2020-07-22 13:47;Leg;Seated Leg Curl (Machine);2;130;lbs;10;;;;0;;
2020-07-22 13:47;Leg;Seated Leg Curl (Machine);3;130;lbs;9;;;;0;;
2020-07-26 21:02;Leg;Seated Leg Curl (Machine);1;130;lbs;10;;;;0;;
2020-07-26 21:02;Leg;Seated Leg Curl (Machine);2;130;lbs;10;;;;0;;
2020-07-26 21:02;Leg;Seated Leg Curl (Machine);3;130;lbs;5;;;;0;;
2020-07-29 20:41;Leg;Seated Leg Curl (Machine);1;135;lbs;10;;;;0;;
2020-07-29 20:41;Leg;Seated Leg Curl (Machine);2;135;lbs;10;;;;0;;
2020-07-29 20:41;Leg;Seated Leg Curl (Machine);3;135;lbs;9;;;;0;;
2020-08-02 21:01;Leg;Seated Leg Curl (Machine);1;140;lbs;10;;;;0;;
2020-08-02 21:01;Leg;Seated Leg Curl (Machine);2;140;lbs;10;;;;0;;
2020-08-02 21:01;Leg;Seated Leg Curl (Machine);3;140;lbs;8;;;;0;;
2020-08-02 21:01;Leg;Seated Leg Curl (Machine);1;140;lbs;10;;;;0;;
2020-08-02 21:01;Leg;Seated Leg Curl (Machine);2;140;lbs;10;;;;0;;
2020-08-02 21:01;Leg;Seated Leg Curl (Machine);3;140;lbs;8;;;;0;;
2020-08-05 19:56;Leg;Seated Leg Curl (Machine);1;145;lbs;10;;;;0;;
2020-08-05 19:56;Leg;Seated Leg Curl (Machine);2;145;lbs;10;;;;0;;
2020-08-05 19:56;Leg;Seated Leg Curl (Machine);3;145;lbs;8;;;;0;;
2020-08-09 20:28;Leg;Seated Leg Curl (Machine);1;130;lbs;15;;;;0;;
2020-08-09 20:28;Leg;Seated Leg Curl (Machine);2;140;lbs;9;;;;0;;
2020-08-09 20:28;Leg;Seated Leg Curl (Machine);3;140;lbs;9;;;;0;;
2020-08-12 14:06;Leg;Seated Leg Curl (Machine);1;130;lbs;15;;;;0;;
2020-08-12 14:06;Leg;Seated Leg Curl (Machine);2;140;lbs;9;;;;0;;
2020-08-12 14:06;Leg;Seated Leg Curl (Machine);3;140;lbs;9;;;;0;;
2020-08-16 20:45;Leg;Seated Leg Curl (Machine);1;145;lbs;8;;;;0;;
2020-08-16 20:45;Leg;Seated Leg Curl (Machine);2;140;lbs;9;;;;0;;
2020-08-16 20:45;Leg;Seated Leg Curl (Machine);3;140;lbs;7;;;;0;;
2021-01-28 20:51;Leg;Seated Leg Curl (Machine);1;120;lbs;10;;;;0;;
2021-01-28 20:51;Leg;Seated Leg Curl (Machine);2;120;lbs;11;;;;0;;
2021-01-28 20:51;Leg;Seated Leg Curl (Machine);3;120;lbs;10;;;;0;;
2021-02-03 20:24;Leg;Seated Leg Curl (Machine);1;125;lbs;10;;;;0;;
2021-02-03 20:24;Leg;Seated Leg Curl (Machine);2;125;lbs;10;;;;0;;
2021-02-03 20:24;Leg;Seated Leg Curl (Machine);3;135;lbs;10;;;;0;;
2021-02-07 20:23;Leg;Seated Leg Curl (Machine);1;130;lbs;12;;;;0;;
2021-02-07 20:23;Leg;Seated Leg Curl (Machine);2;135;lbs;10;;;;0;;
2021-02-07 20:23;Leg;Seated Leg Curl (Machine);3;135;lbs;9;;;;0;;
2021-02-18 20:26;Leg;Seated Leg Curl (Machine);1;140;lbs;12;;;;0;;
2021-02-18 20:26;Leg;Seated Leg Curl (Machine);2;145;lbs;8;;;;0;;
2021-02-18 20:26;Leg;Seated Leg Curl (Machine);3;145;lbs;8;;;;0;;
2021-02-21 20:28;Leg;Seated Leg Curl (Machine);1;145;lbs;10;;;;0;;
2021-02-21 20:28;Leg;Seated Leg Curl (Machine);2;145;lbs;12;;;;0;;
2021-02-21 20:28;Leg;Seated Leg Curl (Machine);3;150;lbs;8;;;;0;;
2021-02-24 20:56;Leg;Seated Leg Curl (Machine);1;110;lbs;14;;;;0;;
2021-02-24 20:56;Leg;Seated Leg Curl (Machine);2;145;lbs;10;;;;0;;
2021-02-24 20:56;Leg;Seated Leg Curl (Machine);3;145;lbs;8;;;;0;;
2021-02-28 20:41;Leg;Seated Leg Curl (Machine);1;150;lbs;10;;;;0;;
2021-02-28 20:41;Leg;Seated Leg Curl (Machine);2;150;lbs;10;;;;0;;
2021-02-28 20:41;Leg;Seated Leg Curl (Machine);3;150;lbs;8;;;;0;;
2021-03-04 20:40;Leg;Seated Leg Curl (Machine);1;130;lbs;15;;;;0;;
2021-03-04 20:40;Leg;Seated Leg Curl (Machine);2;140;lbs;10;;;;0;;
2021-03-04 20:40;Leg;Seated Leg Curl (Machine);3;135;lbs;10;;;;0;;
2021-03-16 20:31;Leg;Seated Leg Curl (Machine);1;90;lbs;16;;;;0;;
2021-03-16 20:31;Leg;Seated Leg Curl (Machine);2;125;lbs;15;;;;0;;
2021-03-16 20:31;Leg;Seated Leg Curl (Machine);3;130;lbs;15;;;;0;;
2021-03-16 20:31;Leg;Seated Leg Curl (Machine);4;130;lbs;10;;;;0;;
2021-03-20 20:37;Leg;Seated Leg Curl (Machine);1;130;lbs;15;;;;0;;
2021-03-20 20:37;Leg;Seated Leg Curl (Machine);2;130;lbs;15;;;;0;;
2021-03-20 20:37;Leg;Seated Leg Curl (Machine);3;130;lbs;10;;;;0;;
2021-03-27 12:34;Leg;Seated Leg Curl (Machine);1;135;lbs;18;;;;0;;
2021-03-27 12:34;Leg;Seated Leg Curl (Machine);2;135;lbs;15;;;;0;;
2021-03-27 12:34;Leg;Seated Leg Curl (Machine);3;135;lbs;12;;;;0;;
2021-03-31 20:31;Leg;Seated Leg Curl (Machine);1;135;lbs;15;;;;0;;
2021-03-31 20:31;Leg;Seated Leg Curl (Machine);2;135;lbs;13;;;;0;;
2021-03-31 20:31;Leg;Seated Leg Curl (Machine);3;130;lbs;12;;;;0;;
2021-04-04 19:37;Leg;Seated Leg Curl (Machine);1;135;lbs;14;;;;0;;
2021-04-04 19:37;Leg;Seated Leg Curl (Machine);2;135;lbs;14;;;;0;;
2021-04-04 19:37;Leg;Seated Leg Curl (Machine);3;135;lbs;9;;;;0;;
2020-06-19 11:47;Pull;Seated Row (Cable);1;22.5;kg;8;;;;0;;
2020-06-19 11:47;Pull;Seated Row (Cable);2;22.5;kg;8;;;;0;;
2020-06-19 11:47;Pull;Seated Row (Cable);3;22.5;kg;9;;;;0;;
2020-06-22 21:27;Pull;Seated Row (Cable);1;27;kg;10;;;;0;;
2020-06-22 21:27;Pull;Seated Row (Cable);2;27;kg;9;;;;0;;
2020-06-22 21:27;Pull;Seated Row (Cable);3;27;kg;10;;;;0;;
2020-06-26 14:17;Pull;Seated Row (Cable);1;27;kg;8;;;;0;;kör till nästan failure
2020-06-26 14:17;Pull;Seated Row (Cable);2;27;kg;8;;;;0;;
2020-06-26 14:17;Pull;Seated Row (Cable);3;27;kg;8;;;;0;;
2020-06-29 14:20;Pull;Seated Row (Cable);1;27;kg;14;;;;0;;
2020-06-29 14:20;Pull;Seated Row (Cable);2;27;kg;12;;;;0;;
2020-06-29 14:20;Pull;Seated Row (Cable);3;34;kg;8;;;;0;;
2020-07-24 12:25;Pull;Seated Row (Cable);1;27;kg;11;;;;0;Dra den lite uppåt mot bröstet;
2020-07-24 12:25;Pull;Seated Row (Cable);2;27;kg;11;;;;0;;
2020-07-24 12:25;Pull;Seated Row (Cable);3;27;kg;9;;;;0;;
2020-07-27 20:57;Pull;Seated Row (Cable);1;27;kg;12;;;;0;;
2020-07-27 20:57;Pull;Seated Row (Cable);2;27;kg;10;;;;0;;
2020-07-27 20:57;Pull;Seated Row (Cable);3;27;kg;10;;;;0;;
2020-07-31 20:31;Pull;Seated Row (Cable);1;34;kg;12;;;;0;;
2020-07-31 20:31;Pull;Seated Row (Cable);2;34;kg;12;;;;0;;
2020-07-31 20:31;Pull;Seated Row (Cable);3;34;kg;13;;;;0;;
2020-07-31 20:31;Pull;Seated Row (Cable);1;34;kg;12;;;;0;;
2020-07-31 20:31;Pull;Seated Row (Cable);2;34;kg;12;;;;0;;
2020-07-31 20:31;Pull;Seated Row (Cable);3;34;kg;13;;;;0;;
2020-08-03 19:24;Pull;Seated Row (Cable);1;34;kg;11;;;;0;;
2020-08-03 19:24;Pull;Seated Row (Cable);2;34;kg;14;;;;0;;
2020-08-03 19:24;Pull;Seated Row (Cable);3;34;kg;8;;;;0;;
2020-08-07 14:30;Pull;Seated Row (Cable);1;34;kg;15;;;;0;;
2020-08-07 14:30;Pull;Seated Row (Cable);2;34;kg;13;;;;0;;
2020-08-07 14:30;Pull;Seated Row (Cable);3;34;kg;9;;;;0;;
2020-08-10 14:52;Pull;Seated Row (Cable);1;34;kg;9;;;;0;;
2020-08-10 14:52;Pull;Seated Row (Cable);2;34;kg;9;;;;0;;
2020-08-10 14:52;Pull;Seated Row (Cable);3;34;kg;7;;;;0;;
2020-08-14 20:32;Pull;Seated Row (Cable);1;41;kg;11;;;;0;;
2020-08-14 20:32;Pull;Seated Row (Cable);2;41;kg;10;;;;0;;
2020-08-14 20:32;Pull;Seated Row (Cable);3;41;kg;8;;;;0;;
2020-08-17 13:44;Pull;Seated Row (Cable);1;41;kg;12;;;;0;;
2020-08-17 13:44;Pull;Seated Row (Cable);2;41;kg;11;;;;0;;
2020-08-17 13:44;Pull;Seated Row (Cable);3;41;kg;9;;;;0;;
2020-09-21 19:40;Pull;Seated Row (Cable);1;34;kg;13;;;;0;;
2020-09-21 19:40;Pull;Seated Row (Cable);2;34;kg;11;;;;0;;
2020-09-21 19:40;Pull;Seated Row (Cable);3;34;kg;10;;;;0;;
2021-01-17 15:08;Pull;Seated Row (Cable);1;34;kg;10;;;;0;;
2021-01-17 15:08;Pull;Seated Row (Cable);2;34;kg;10;;;;0;;
2021-01-17 15:08;Pull;Seated Row (Cable);3;34;kg;8;;;;0;;
2021-01-22 15:30;Pull;Seated Row (Cable);1;27;kg;10;;;;0;;
2021-01-22 15:30;Pull;Seated Row (Cable);2;34;kg;9;;;;0;;
2021-01-22 15:30;Pull;Seated Row (Cable);3;34;kg;9;;;;0;;
2021-01-22 15:30;Pull;Seated Row (Cable);4;34;kg;6;;;;0;;
2021-01-26 19:55;Pull;Seated Row (Cable);1;34;kg;9;;;;0;;
2021-01-26 19:55;Pull;Seated Row (Cable);2;34;kg;8;;;;0;;
2021-01-26 19:55;Pull;Seated Row (Cable);3;34;kg;10;;;;0;;
2021-01-30 20:51;Pull;Seated Row (Cable);1;34;kg;9;;;;0;;
2021-01-30 20:51;Pull;Seated Row (Cable);2;34;kg;7;;;;0;;
2021-01-30 20:51;Pull;Seated Row (Cable);3;27;kg;7;;;;0;;
2021-02-02 20:50;Pull;Seated Row (Cable);1;34;kg;9;;;;0;;
2021-02-02 20:50;Pull;Seated Row (Cable);2;34;kg;8;;;;0;;
2021-02-02 20:50;Pull;Seated Row (Cable);3;34;kg;6;;;;0;;
2021-02-02 20:50;Pull;Seated Row (Cable);1;34;kg;9;;;;0;;
2021-02-02 20:50;Pull;Seated Row (Cable);2;34;kg;8;;;;0;;
2021-02-02 20:50;Pull;Seated Row (Cable);3;34;kg;6;;;;0;;
2021-02-06 20:18;Pull;Seated Row (Cable);1;41;kg;12;;;;0;;
2021-02-06 20:18;Pull;Seated Row (Cable);2;41;kg;11;;;;0;;
2021-02-06 20:18;Pull;Seated Row (Cable);3;41;kg;10;;;;0;;
2021-02-10 20:36;Pull;Seated Row (Cable);1;34;kg;15;;;;0;;
2021-02-10 20:36;Pull;Seated Row (Cable);2;47.5;kg;9;;;;0;;
2021-02-10 20:36;Pull;Seated Row (Cable);3;41;kg;11;;;;0;;
2021-02-10 20:36;Pull;Seated Row (Cable);4;41;kg;11;;;;0;;
2021-02-13 15:20;Pull;Seated Row (Cable);1;34;kg;15;;;;0;;
2021-02-13 15:20;Pull;Seated Row (Cable);2;47.5;kg;9;;;;0;;
2021-02-13 15:20;Pull;Seated Row (Cable);3;41;kg;12;;;;0;;
2021-02-13 15:20;Pull;Seated Row (Cable);4;41;kg;10;;;;0;;
2021-02-16 20:18;Pull;Seated Row (Cable);1;34;kg;12;;;;0;;
2021-02-16 20:18;Pull;Seated Row (Cable);2;47.5;kg;11;;;;0;;
2021-02-16 20:18;Pull;Seated Row (Cable);3;47.5;kg;10;;;;0;;
2021-02-16 20:18;Pull;Seated Row (Cable);4;47.5;kg;8;;;;0;;
2021-02-20 20:30;Pull;Seated Row (Cable);1;34;kg;13;;;;0;;
2021-02-20 20:30;Pull;Seated Row (Cable);2;47.5;kg;10;;;;0;;
2021-02-20 20:30;Pull;Seated Row (Cable);3;47.5;kg;9;;;;0;;
2021-02-20 20:30;Pull;Seated Row (Cable);4;47.5;kg;7;;;;0;;
2021-02-23 20:48;Pull;Seated Row (Cable);1;34;kg;13;;;;0;;
2021-02-23 20:48;Pull;Seated Row (Cable);2;47.5;kg;14;;;;0;;
2021-02-23 20:48;Pull;Seated Row (Cable);3;54.5;kg;8;;;;0;;
2021-02-23 20:48;Pull;Seated Row (Cable);4;54.5;kg;8;;;;0;;
2021-02-27 15:18;Pull;Seated Row (Cable);1;41;kg;15;;;;0;;
2021-02-27 15:18;Pull;Seated Row (Cable);2;54.5;kg;6;;;;0;;
2021-02-27 15:18;Pull;Seated Row (Cable);3;54.5;kg;8;;;;0;;
2021-02-27 15:18;Pull;Seated Row (Cable);4;54.5;kg;7;;;;0;;
2021-03-03 20:30;Pull;Seated Row (Cable);1;41;kg;16;;;;0;;
2021-03-03 20:30;Pull;Seated Row (Cable);2;54.5;kg;7;;;;0;;
2021-03-03 20:30;Pull;Seated Row (Cable);3;54.5;kg;8;;;;0;;
2021-03-03 20:30;Pull;Seated Row (Cable);4;54.5;kg;6;;;;0;;
2021-03-03 20:30;Pull;Seated Row (Cable);5;47.5;kg;12;;;;0;;
2021-03-06 19:55;Pull;Seated Row (Cable);1;41;kg;16;;;;0;;
2021-03-06 19:55;Pull;Seated Row (Cable);2;54.5;kg;8;;;;0;;
2021-03-06 19:55;Pull;Seated Row (Cable);3;47.5;kg;10;;;;0;;
2021-03-06 19:55;Pull;Seated Row (Cable);4;47.5;kg;8;;;;0;;
2021-03-10 20:34;Pull;Seated Row (Cable);1;41;kg;12;;;;0;;
2021-03-10 20:34;Pull;Seated Row (Cable);2;54.5;kg;10;;;;0;;
2021-03-10 20:34;Pull;Seated Row (Cable);3;61;kg;6;;;;0;;
2021-03-10 20:34;Pull;Seated Row (Cable);4;54.5;kg;8;;;;0;;
2021-03-10 20:34;Pull;Seated Row (Cable);5;47.5;kg;10;;;;0;;
2021-03-14 19:28;Pull;Seated Row (Cable);1;41;kg;12;;;;0;;
2021-03-14 19:28;Pull;Seated Row (Cable);2;54.5;kg;10;;;;0;;
2021-03-14 19:28;Pull;Seated Row (Cable);3;54.5;kg;10;;;;0;;
2021-03-14 19:28;Pull;Seated Row (Cable);4;54.5;kg;8;;;;0;;
2021-03-18 20:21;Pull;Seated Row (Cable);1;41;kg;12;;;;0;;
2021-03-18 20:21;Pull;Seated Row (Cable);2;54.5;kg;10;;;;0;;
2021-03-18 20:21;Pull;Seated Row (Cable);3;54.5;kg;9;;;;0;;
2021-03-18 20:21;Pull;Seated Row (Cable);4;54.5;kg;8;;;;0;;
2021-03-22 20:27;Pull;Seated Row (Cable);1;41;kg;12;;;;0;;
2021-03-22 20:27;Pull;Seated Row (Cable);2;54.5;kg;11;;;;0;;
2021-03-22 20:27;Pull;Seated Row (Cable);3;54.5;kg;10;;;;0;;
2021-03-22 20:27;Pull;Seated Row (Cable);4;54.5;kg;10;;;;0;;
2021-03-22 20:27;Pull;Seated Row (Cable);5;47.5;kg;12;;;;0;;
2021-03-26 17:39;Pull;Seated Row (Cable);1;41;kg;12;;;;0;;
